ResponseId,Progress,Duration (in seconds),Finished,UserLanguage,Q3.1,Q3.2,Q3.3,Q3.4,Q4.1,Q4.2,Q4.3,Q4.4,Q5.1,Q5.2,Q5.3,Q5.4,Q6.1,Q6.2,Q6.3,Q6.4,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q10.1,Q10.2,Q10.3,Q10.4,Q11.1,Q11.2,Q11.3,Q11.4,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q14.4,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,SC0
R_74CSGAWSmjEx3ki,100,459,TRUE,EN,,,"hularing,thrurring,briagra","squeanings,thuckeding,igmanilating",,,"erpechitades,aspintades,selorine","ipanelle,citocoli,seasslins","sweadles,pragingness,fluckles","dabbedness,shomples,whebbling",,,"fereniration,alphociration,acchots",,,"fifuffies,corsenations,pylisation","myrticates,susteries,urpharities",,,"brolorous,ancechuttos,nusprils",,"diadegons,canmiobraine,erteycole","ardudellis,selorine,myrticates",,,"raruting,flompled,sauging","liechersedding,trambings,femiture",,,,"cacqueting,concinging,tyvuniated","prynching,repufling,urpharities","obsightness,urpharities,bambeagna",,"bicrinations,urreocatry,menniated",,,,"bambeagna,squeasts,frumbered","snially,zimbazza,saglidity","tyvuniated,prebicing,risitating",,,"scuptitally,urreocatry,refomped",Yes,"English, Farsi",Native,No,No,Male,37
R_1Myu3dYsJea7OiM,100,142,TRUE,EN,,"stroblings,thellering,figelled",,"thuckeding,cazzagra,incarpritation",,"myrticates,figels,alphociration",,"cazzagra,citocoli,erdellation","pragingness,thuckeding,cazzagra","briagra,shomples,squeanings",,,,,"frumbered,ipanelle,squeanings","incarpritation,operrhaging,fifuffies",,"tescourine,citocoli,dabbedness",,"brolorous,ancechuttos,grumbered","scayons,menaprigication,thrurring","figels,pylisation,canmiobraine",,,"forbicing,phongishments,repufling",,"trambings,femiture,tyvuniated",,"sweadles,dispights,squeasts",,"concinging,liechersedding,fifuffies",,"spaightness,obsightness,bambeagna","recightlectly,chaspection,covigating",,,,,"bambeagna,squeasts,enrogiciously","conscrastions,zimbazza,saglidity",,"veysurition,fepupirition,saglidity",,"scuptitally,urerrivuration,ancechuttos",Yes,Spanish,Non-native but fluent,Yes,No,Female,34
R_5ml39yC4rq7jktq,100,245,TRUE,EN,"corsenations,ancechuttos,scalilla",,"thrurring,briagra,susteries",,,"ascodiments,myrticates,figels","marreccone,aspintades,scalilla",,,"dabbedness,briagra,margrel",,"nusprils,susteries,operrhaging",,,"menaprigication,squeanings,thrurring","operrhaging,corsenations,pylisation","myrticates,acchots,corsenations",,,"brolorous,erteycole,nusprils",,"diadegons,canmiobraine,erteycole","acchots,erdellation,ardudellis",,"forbicing,phongishments,cacqueting","raruting,flompled,sweadles",,,,,"cacqueting,urerrivuration,tyvuniated","urpharities,boincole,femiture",,"recightlectly,chaspection,erpechitades",,"conscrastions,scuptitally,phongishments",,,"bambeagna,squeasts,enrogiciously","snially,saglidity,urerrivuration",,"veysurition,fepupirition,saglidity","menniated,pragingness,enrogiciously",,Yes,English,Native,Yes,No,Female,29
R_7ELMVJ8tfLENJaL,4,19,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_3Gx4R5fBwhpZMJi,100,297,TRUE,EN,"crilollering,corsenations,scalilla",,"thrurring,briagra,susteries",,,,"erpechitades,aspintades,selorine","cazzagra,citocoli,seasslins",,"shomples,squeanings,whebbling","fleceils,scalilla,ascodiments",,"fereniration,acchots,ascodiments",,"canmiobraine,briagra,thrurring",,,,"lusidour,selorine,seasslins","crilollering,grumbered,thellering","rehotes,brolorous,thrurring","diadegons,pylisation,squayophrenism",,,,"fluckles,quiprigraphy,sauging",,"crilders,refomped,squeasts","trilching,dispights,squeasts",,"cacqueting,concinging,tyvuniated",,,"erpechitades,covigating,snially","bicrinations,grumbered,menniated",,,"bicrinations,scuptitally,ataulting",,"snially,urerrivuration,obsightness",,,"femiture,menniated,snially","scuptitally,refomped,flompled",Yes,english,Native,No,No,Male,27
R_1krokj9fAws5V6x,100,248,TRUE,EN,"crilollering,corsenations,scalilla","thellering,canmiobraine,erteycole",,,,,"rehotes,selorine,diturably","citocoli,seasslins,erdellation",,,"scalilla,ipanelle,ascodiments","gormidion,nusprils,susteries",,"igmanilating,urpharities,scayons","menaprigication,briagra,thrurring",,"susteries,acchots,urpharities",,"lusidour,operrhaging,seasslins",,"rehotes,scayons,brolorous",,,"corsenations,figelled,incarpritation","forbicing,phongishments,cacqueting","flompled,quiprigraphy,sauging",,,,"pragingness,sauging,raruting",,"encrocing,repufling,femiture",,,"bicrinations,enrogiciously,liechersedding","diruditions,conscrastions,scuptitally","squeanings,shoquets,raruting",,,"snially,saglidity,urerrivuration",,,"chrotutation,pragingness,enrogiciously","scuptitally,refomped,ancechuttos",Yes,English,Native,Yes,No,Male,27
R_1Lo3geMZcBBabx8,100,569,TRUE,EN,,"croapings,stroblings,thellering","hularing,thrurring,sweadles",,"ancechuttos,fifuffies,brolorous",,,"citocoli,seasslins,incarpritation","sweadles,pragingness,crilollering","dabbedness,shomples,margrel",,,"caeduseousness,alphociration,ascodiments","grumbered,igmanilating,ancechuttos",,,"tygranate,susteries,corsenations","ascodiments,tescourine,margrel",,,"scayons,brolorous,thellering",,"erdellation,fereniration,myrticates",,"forbicing,crettoes,scuptitally",,"prebicing,femiture,tyvuniated",,"sweadles,dispights,menniated",,"cacqueting,shoquets,fifuffies",,,"frumbered,zimbazza,covigating","bicrinations,grumbered,fifuffies",,,,"bambeagna,squeasts,fereniration","snially,saglidity,urerrivuration","tyvuniated,sweadles,concinging","fepupirition,bambeagna,trambings",,,Yes,English/Filipino,Native,No,No,Female,36
R_5X7qA4277aNATho,100,270,TRUE,EN,,"thellering,figelled,erteycole",,"squeanings,igmanilating,cazzagra","susteries,fleceils,brolorous",,,"ipanelle,citocoli,seasslins",,"dabbedness,aspintades,whebbling",,"flicetock,gormidion,grumbered",,"igmanilating,bambeagna,ancechuttos",,"squayophrenism,diadegons,corsenations","acchots,corsenations,urpharities",,,"ancechuttos,crilollering,nusprils",,"pylisation,squayophrenism,erteycole","erdellation,ardudellis,selorine",,"forbicing,crettoes,phongishments",,,"refomped,spaightness,erpechitades","sweadles,trilching,menniated","rechetsel,pragingness,sauging",,,"spaightness,obsightness,bambeagna",,"bicrinations,menniated,liechersedding",,,"ancechuttos,erpechitades,phongishments","bambeagna,boincole,frumbered",,,"veysurition,fepupirition,erpechitades",,"scuptitally,refomped,flompled",Yes,English,Native,No,No,Female,32
R_1XbQxReNomTey0l,100,236,TRUE,EN,,,"hularing,thrurring,susteries","squeanings,fluckles,thuckeding",,"ascodiments,boincole,bambeagna",,"cazzagra,citocoli,seasslins","sweadles,seasslins,pragingness",,,"flicetock,gormidion,fifuffies","fereniration,alphociration,selorine",,,"operrhaging,diadegons,pylisation",,"aspintades,margrel,citocoli",,"brolorous,ancechuttos,erteycole","rehotes,ropsta,menaprigication","pylisation,squayophrenism,erteycole",,,"acribating,crettoes,phongishments",,,"refomped,squeasts,erpechitades",,,"shoquets,concinging,tyvuniated","prynching,repufling,femiture",,"chaspection,zimbazza,snially","bicrinations,grumbered,fifuffies",,,"phongishments,bicrinations,concinging",,"saglidity,urerrivuration,risitating",,"fepupirition,saglidity,erpechitades","menniated,raruting,pragingness",,Yes,English and Georgian.,Native,Yes,No,Female,39
R_3OvFBwMAr5EXffq,100,108,TRUE,EN,,"croapings,stroblings,thellering","hularing,thrurring,flicetock",,"ancechuttos,fifuffies,frumbered",,,"ipanelle,cazzagra,seasslins","sweadles,seasslins,pragingness",,,"flicetock,nusprils,grumbered","alphociration,ascodiments,selorine",,,"operrhaging,diadegons,fifuffies",,"aspintades,tescourine,frumbered",,"brolorous,ancechuttos,nusprils","scayons,ropsta,thellering",,,"corsenations,fluckles,incarpritation","forbicing,acribating,phongishments",,"liechersedding,prebicing,tyvuniated",,,"rechetsel,wrartering,chaspection","shoquets,liechersedding,fifuffies",,,"frumbered,recightlectly,covigating","bicrinations,menniated,liechersedding",,"fluckles,shoquets,sauging",,,"snially,risitating,obsightness",,,"menniated,raruting,pragingness","scuptitally,urreocatry,ancechuttos",Yes,Mandarine,Non-native but fluent,No,No,Female,38
R_7fDBlAinrB9Lp52,100,399,TRUE,EN,"crilollering,ancechuttos,scalilla",,"diturably,thrurring,briagra",,,"ascodiments,bambeagna,figels","erpechitades,marreccone,aspintades",,"sweadles,pragingness,fluckles",,"fleceils,scalilla,ipanelle",,,"igmanilating,urpharities,tygranate","menaprigication,canmiobraine,squeanings",,"tygranate,susteries,urpharities","tescourine,margrel,citocoli",,,,"pylisation,squayophrenism,erteycole",,"corsenations,fluckles,incarpritation",,"raruting,ataulting,flompled",,"refomped,squeasts,spaightness",,"wrartering,chaspection,sauging","cacqueting,shoquets,fifuffies",,"obsightness,dispights,repufling",,,"diruditions,conscrastions,scuptitally",,"ancechuttos,erpechitades,bicrinations","bambeagna,boincole,squeasts",,,,"femiture,chrotutation,menniated","scuptitally,urerrivuration,shoquets",Yes,English,Native,Yes,No,Female,41
R_3DZfDAbzWO77hza,100,314,TRUE,EN,"squeping,ancechuttos,scalilla",,"diturably,hularing,thrurring",,"ancechuttos,fleceils,brolorous",,,"cazzagra,thuckeding,incarpritation","seasslins,pragingness,crilollering",,,"nusprils,susteries,operrhaging",,,"frumbered,canmiobraine,squeanings","fifuffies,corsenations,pylisation",,"frumbered,citocoli,dabbedness",,"crilollering,grumbered,thellering","scayons,brolorous,thrurring",,,"figelled,incarpritation,squeping",,"raruting,fluckles,quiprigraphy",,"squeasts,spaightness,saglidity",,"rechetsel,zimbazza,sauging","liechersedding,urerrivuration,tyvuniated",,,,"enrogiciously,menniated,liechersedding","diruditions,risitating,phongishments",,"erpechitades,concinging,scuptitally","bambeagna,boincole,fereniration",,"tyvuniated,fereniration,risitating",,"chrotutation,menniated,raruting",,Yes,"english, korean",Native,Yes,No,Female,25
R_6lAGdtl4Ye7YbII,100,164,TRUE,EN,,"croapings,stroblings,erteycole","hularing,briagra,susteries",,,,"erpechitades,selorine,diturably","ipanelle,seasslins,erdellation",,"briagra,shomples,whebbling","fleceils,caeduseousness,ascodiments",,"fereniration,lusidour,ascodiments",,"frumbered,squeanings,briagra",,,,"lusidour,operrhaging,cazzagra","crilollering,thellering,nusprils","rehotes,scayons,brolorous",,"erdellation,ardudellis,selorine",,"forbicing,scuptitally,cacqueting",,,"refomped,saglidity,erpechitades","sweadles,dispights,menniated",,,"prynching,repufling,diruditions","spaightness,urpharities,fluckles",,,"diruditions,conscrastions,raruting",,,"frumbered,chaspection,fereniration","saglidity,urerrivuration,risitating",,"veysurition,fepupirition,bambeagna",,"scuptitally,shoquets,ancechuttos",Yes,English,Native,Yes,No,Female,25
R_7nTzTprfEJ2z39O,100,1043,TRUE,EN,,,"hularing,thrurring,sweadles","squeanings,thuckeding,igmanilating",,"boincole,figels,flicetock",,"cazzagra,seasslins,erdellation",,"dabbedness,shomples,whebbling","scalilla,ascodiments,lusidour",,,"grumbered,urpharities,ancechuttos","canmiobraine,briagra,thrurring",,"myrticates,susteries,acchots",,,"brolorous,crilollering,nusprils",,"pylisation,erteycole,thuckeding",,"corsenations,incarpritation,caeduseousness",,,"trambings,femiture,dispights","crilders,squeasts,saglidity","sweadles,dispights,squeasts",,"shoquets,tyvuniated,fifuffies",,"obsightness,urpharities,bambeagna",,"bicrinations,grumbered,liechersedding",,,,"boincole,squeasts,chaspection","snially,zimbazza,saglidity",,"veysurition,erpechitades,trambings","femiture,chrotutation,raruting",,Yes,English,Native,Yes,No,Female,31
R_5KAYDfua7Pw31CU,100,5124,TRUE,EN,,,"diturably,thrurring,briagra","squeanings,thuckeding,cazzagra","susteries,ancechuttos,brolorous",,"erpechitades,marreccone,diturably",,"crilollering,thuckeding,cazzagra",,"fleceils,caeduseousness,lusidour",,,,"canmiobraine,ipanelle,briagra","operrhaging,diadegons,pylisation","myrticates,squeanings,corsenations",,"cazzagra,fifuffies,seasslins",,,"figels,diadegons,squayophrenism","acchots,erdellation,alphociration",,,,"liechersedding,trambings,tyvuniated","covigating,squeasts,spaightness","sweadles,quiprigraphy,squeasts","wrartering,chaspection,sauging",,,,"frumbered,recightlectly,snially",,"sauging,risitating,phongishments","fluckles,shoquets,raruting","bicrinations,concinging,ataulting",,,"urpharities,prebicing,concinging",,,"scuptitally,urerrivuration,ancechuttos",Yes,English,Native,Yes,No,Female,30
R_7IRdWSRWDh4CxB9,100,83,TRUE,EN,"shomples,ancechuttos,scalilla",,,"squeanings,thuckeding,cazzagra","ancechuttos,fifuffies,thrurring","myrticates,figels,flicetock",,,"sweadles,crilollering,fluckles",,,"gormidion,nusprils,grumbered",,"urpharities,ancechuttos,scayons",,"operrhaging,squayophrenism,corsenations",,,"lusidour,operrhaging,fifuffies","brolorous,ancechuttos,grumbered",,,"acchots,selorine,myrticates","figelled,fluckles,squeping",,"ataulting,flompled,sweadles","femiture,dispights,bambeagna",,"trilching,grumbered,squeasts","rechetsel,pragingness,chaspection",,,,"chaspection,zimbazza,snially","grumbered,fifuffies,liechersedding",,,,"boincole,chaspection,enrogiciously","urerrivuration,risitating,obsightness",,"fepupirition,erpechitades,trambings","chrotutation,pragingness,enrogiciously",,Yes,English,Native,No,No,Male,25
R_1rP2I5RfIfHxwjL,100,205,TRUE,EN,"squeping,corsenations,ancechuttos",,,"igmanilating,incarpritation,nusprils","fifuffies,fleceils,thrurring",,,"ipanelle,seasslins,thuckeding",,,"corsenations,scalilla,ipanelle","nusprils,susteries,grumbered",,"urpharities,ancechuttos,scayons","canmiobraine,squeanings,thrurring",,"susteries,acchots,corsenations","ascodiments,aspintades,dabbedness",,,,"figels,diadegons,pylisation","acchots,erdellation,alphociration",,,,"liechersedding,trambings,femiture","crilders,refomped,spaightness",,"rechetsel,sauging,raruting",,"prynching,urpharities,boincole","obsightness,fluckles,repufling","recightlectly,chaspection,snially",,,,"bicrinations,scuptitally,ataulting",,"snially,zimbazza,saglidity",,"fepupirition,bambeagna,trambings","menniated,raruting,enrogiciously",,Yes,English,Native,Yes,No,Female,29
R_5kZaCdG2Pf2GkkO,100,832,TRUE,EN,,,"diturably,hularing,thrurring","squeanings,fluckles,thuckeding","ancechuttos,fifuffies,brolorous",,,"citocoli,seasslins,incarpritation",,"dabbedness,aspintades,whebbling",,"gormidion,nusprils,operrhaging","caeduseousness,fereniration,alphociration","grumbered,bambeagna,scayons",,,"myrticates,acchots,urpharities",,,"crilollering,thellering,nusprils","scayons,thrurring,thellering",,,"corsenations,squeping,caeduseousness","phongishments,repufling,cacqueting","raruting,ataulting,flompled",,,"sweadles,quiprigraphy,squeasts",,"shoquets,concinging,tyvuniated",,"spaightness,obsightness,dispights",,,"conscrastions,raruting,scuptitally","fluckles,raruting,sauging",,,"zimbazza,saglidity,risitating",,,"chrotutation,menniated,raruting","urerrivuration,shoquets,ancechuttos",Yes,English,Native,Yes,No,Female,34
R_1p3G5s1xT7T0wOG,100,3216,TRUE,EN,,"thellering,figelled,erteycole","hularing,thrurring,briagra",,"susteries,fleceils,brolorous",,"marreccone,scalilla,selorine",,,"dabbedness,briagra,whebbling","corsenations,scalilla,ipanelle",,"caeduseousness,fereniration,alphociration",,,"operrhaging,fifuffies,pylisation",,"aspintades,tescourine,citocoli",,"brolorous,erteycole,nusprils",,,"acchots,ardudellis,myrticates","corsenations,fluckles,incarpritation","acribating,phongishments,cacqueting",,,"squeasts,spaightness,saglidity",,,"cacqueting,urerrivuration,fifuffies","repufling,urpharities,femiture",,"zimbazza,erpechitades,covigating","bicrinations,urreocatry,menniated",,,,"bambeagna,boincole,enrogiciously","saglidity,urerrivuration,obsightness",,"veysurition,bambeagna,trambings","femiture,chrotutation,snially",,Yes,English,Native,Yes,No,Male,29
R_7zD6vydiRnWEnSk,100,871,TRUE,EN,,"thellering,ropsta,erteycole",,"squeanings,incarpritation,nusprils",,,"marreccone,scalilla,selorine","cazzagra,seasslins,thuckeding",,"dabbedness,shomples,whebbling",,"flicetock,susteries,grumbered","caeduseousness,fereniration,alphociration",,"canmiobraine,squeanings,thrurring",,"myrticates,susteries,urpharities",,"selorine,fifuffies,seasslins",,,,"erdellation,alphociration,myrticates","corsenations,margrel,incarpritation","acribating,crettoes,phongishments",,"prebicing,trambings,femiture",,"sweadles,quiprigraphy,menniated","pragingness,chaspection,raruting",,,"spaightness,obsightness,urpharities",,,"conscrastions,scuptitally,phongishments",,,"bambeagna,squeasts,frumbered","saglidity,urerrivuration,risitating",,"fepupirition,bambeagna,erpechitades","chrotutation,menniated,raruting",,Yes,English,Native,Yes,No,Male,31
R_3UYQuAijcO2kWJ3,100,79,TRUE,EN,,"croapings,thellering,ropsta","hularing,thrurring,susteries",,"ancechuttos,fifuffies,brolorous",,,"ipanelle,erdellation,incarpritation",,"dabbedness,shomples,margrel","corsenations,caeduseousness,ascodiments",,,"bambeagna,scayons,tygranate",,"operrhaging,squayophrenism,pylisation","susteries,squeanings,corsenations",,"bambeagna,selorine,fifuffies",,,"canmiobraine,squayophrenism,thuckeding",,"corsenations,margrel,figelled","phongishments,repufling,cacqueting",,"prebicing,dispights,tyvuniated",,"quiprigraphy,trilching,dispights",,,"prynching,urpharities,diruditions",,"recightlectly,chaspection,snially","bicrinations,fifuffies,menniated",,"fluckles,shoquets,prynching",,"bambeagna,frumbered,enrogiciously",,"prebicing,risitating,concinging",,"chrotutation,raruting,pragingness",,Yes,viet/English,Native,Yes,Yes,Male,28
R_32sWqGbb98z9aXO,100,74,TRUE,EN,"squeping,ancechuttos,scalilla","stroblings,thellering,figelled",,,,"boincole,figels,flicetock",,"citocoli,seasslins,incarpritation",,"briagra,shomples,margrel","ipanelle,ascodiments,lusidour",,"caeduseousness,lusidour,ascodiments","urpharities,bambeagna,tygranate",,,"squeanings,acchots,urpharities",,"lusidour,bambeagna,seasslins",,,,"erdellation,alphociration,fereniration","margrel,figelled,caeduseousness","forbicing,phongishments,repufling",,,"crilders,covigating,refomped","trilching,dispights,squeasts",,,"encrocing,prynching,urpharities","dispights,urpharities,repufling",,"bicrinations,enrogiciously,liechersedding",,"fifuffies,squeanings,sauging","phongishments,concinging,scuptitally",,,"urpharities,fereniration,sweadles","veysurition,fepupirition,trambings",,,Yes,English,Native,Yes,No,Male,31
R_5q8QXyx49lkD8PG,100,255,TRUE,EN,"whebbling,corsenations,scalilla",,,"squeanings,incarpritation,nusprils","ancechuttos,fifuffies,thrurring","boincole,figels,alphociration",,,"seasslins,pragingness,fluckles",,,"flicetock,fifuffies,grumbered","alphociration,acchots,selorine",,,"incarpritation,operrhaging,squayophrenism",,"ascodiments,aspintades,margrel",,"erteycole,thellering,nusprils",,"pylisation,canmiobraine,squayophrenism","acchots,erdellation,myrticates",,"acribating,crettoes,scuptitally",,,"crilders,refomped,squeasts","quiprigraphy,trilching,dispights","wrartering,zimbazza,sauging",,,,,"urreocatry,menniated,liechersedding","sauging,conscrastions,scuptitally",,"erpechitades,phongishments,concinging",,"snially,risitating,obsightness",,"fepupirition,bambeagna,trambings",,"urerrivuration,refomped,shoquets",Yes,"English, Viet",Native,Yes,No,Male,31
R_3Pp6wxBOWC76U15,100,209,TRUE,EN,"whebbling,corsenations,scalilla",,"hularing,thrurring,sweadles",,,,"marreccone,aspintades,scalilla","citocoli,seasslins,thuckeding",,"dabbedness,aspintades,whebbling",,"flicetock,susteries,fifuffies",,,"ipanelle,squeanings,thrurring","squayophrenism,diadegons,corsenations","tygranate,susteries,corsenations",,"selorine,operrhaging,seasslins",,"rehotes,brolorous,thellering",,,"corsenations,fluckles,incarpritation","acribating,crettoes,phongishments","raruting,flompled,sweadles",,,,"pragingness,chaspection,sauging",,"boincole,femiture,diruditions","obsightness,fluckles,repufling","erpechitades,covigating,snially",,,,,"boincole,squeasts,enrogiciously","snially,saglidity,obsightness",,,"femiture,pragingness,enrogiciously","refomped,flompled,shoquets",Yes,English,Native,Yes,No,Female,24
R_6hM4FszDVyCrEHO,100,1092,TRUE,EN,"crilollering,squeping,scalilla",,,"squeanings,igmanilating,cazzagra",,,"marreccone,scalilla,selorine","ipanelle,seasslins,erdellation",,"dabbedness,shomples,whebbling",,"gormidion,fifuffies,operrhaging",,"igmanilating,bambeagna,tygranate","menaprigication,canmiobraine,ipanelle",,,,"lusidour,cazzagra,fifuffies","brolorous,erteycole,nusprils","scayons,ropsta,thrurring",,,"corsenations,figelled,caeduseousness",,"ataulting,flompled,sauging","femiture,dispights,tyvuniated",,,,"cacqueting,concinging,fifuffies","repufling,boincole,diruditions","spaightness,obsightness,dispights",,,"diruditions,risitating,conscrastions",,"erpechitades,scuptitally,ataulting",,"snially,zimbazza,saglidity","urpharities,prebicing,risitating",,,"urreocatry,urerrivuration,ancechuttos",Yes,english,Native,Yes,No,Female,34
R_1GsfPzGFXDfhgmR,100,298,TRUE,EN,,"thellering,figelled,erteycole",,"squeanings,fluckles,thuckeding","susteries,ancechuttos,fleceils",,"erpechitades,marreccone,aspintades",,,"dabbedness,squeanings,whebbling","fleceils,caeduseousness,lusidour",,"caeduseousness,fereniration,alphociration",,"frumbered,menaprigication,canmiobraine",,"tygranate,acchots,urpharities",,"bambeagna,selorine,seasslins",,,"diadegons,pylisation,squayophrenism",,"margrel,fluckles,incarpritation",,,"prebicing,trambings,dispights","crilders,spaightness,erpechitades","sweadles,dispights,menniated",,"cacqueting,liechersedding,fifuffies",,"obsightness,dispights,urpharities","recightlectly,chaspection,covigating",,,"raruting,prynching,sauging",,"bambeagna,boincole,frumbered",,"prebicing,risitating,concinging",,"femiture,chrotutation,raruting",,Yes,English,Native,Yes,No,Female,36
R_30vLmhWt20x5HG0,100,702,TRUE,EN,"crilollering,whebbling,squeping","croapings,thellering,figelled",,,"susteries,fleceils,thrurring",,,"ipanelle,seasslins,erdellation",,"dabbedness,squeanings,whebbling","scalilla,ascodiments,lusidour",,"caeduseousness,fereniration,alphociration","igmanilating,bambeagna,scayons",,,,"ascodiments,aspintades,citocoli",,"brolorous,crilollering,nusprils","rehotes,ropsta,menaprigication",,,"margrel,fluckles,incarpritation",,,"trambings,femiture,tyvuniated","covigating,squeasts,saglidity","trilching,grumbered,dispights","rechetsel,pragingness,chaspection",,,,"recightlectly,zimbazza,snially",,"sauging,conscrastions,scuptitally","squeanings,prynching,sauging",,"bambeagna,chaspection,enrogiciously",,"fereniration,sweadles,risitating",,,"scuptitally,refomped,flompled",Yes,"English, Hindi",Native,Yes,No,Female,30
R_6CNIzQDKRFnndJo,100,599,TRUE,EN,"shomples,corsenations,ancechuttos","croapings,stroblings,erteycole",,,,,"marreccone,selorine,diturably","ipanelle,citocoli,incarpritation","sweadles,seasslins,fluckles",,,"nusprils,susteries,fifuffies","alphociration,acchots,selorine",,,"operrhaging,squayophrenism,corsenations",,,"operrhaging,cazzagra,fifuffies","brolorous,erteycole,thellering","rehotes,ropsta,brolorous","canmiobraine,erteycole,thuckeding",,,,"raruting,flompled,quiprigraphy","trambings,femiture,tyvuniated",,"sweadles,grumbered,dispights","wrartering,pragingness,chaspection",,,,,"fifuffies,urreocatry,menniated","risitating,raruting,scuptitally","fifuffies,fluckles,prynching",,"bambeagna,chaspection,enrogiciously",,"tyvuniated,urpharities,fereniration","fepupirition,saglidity,trambings",,,Yes,english,Native,Yes,Yes,Female,30
R_6w5lxiQIsbGRn5i,100,227,TRUE,EN,"whebbling,corsenations,ancechuttos",,"hularing,thrurring,briagra",,,"bambeagna,figels,alphociration","erpechitades,marreccone,scalilla",,"seasslins,fluckles,cazzagra",,,"gormidion,nusprils,fifuffies",,,"menaprigication,ipanelle,squeanings","incarpritation,operrhaging,squayophrenism",,,"lusidour,selorine,fifuffies","brolorous,erteycole,nusprils",,"figels,pylisation,squayophrenism",,"corsenations,incarpritation,caeduseousness","forbicing,acribating,crettoes","flompled,fluckles,sauging",,,"sweadles,trilching,menniated",,,"encrocing,repufling,boincole","spaightness,obsightness,dispights",,,"diruditions,risitating,scuptitally",,,"boincole,squeasts,chaspection","snially,conscrastions,saglidity","tyvuniated,urpharities,prebicing","fepupirition,erpechitades,trambings",,,Yes,english,Native,No,No,Female,40
R_7Q6J89opA0nTG9t,100,118,TRUE,EN,,"croapings,thellering,canmiobraine","hularing,thrurring,flicetock",,,,"marreccone,aspintades,selorine","ipanelle,cazzagra,citocoli",,"shomples,squeanings,whebbling",,"susteries,operrhaging,grumbered","caeduseousness,alphociration,lusidour",,"menaprigication,squeanings,briagra",,,,"selorine,operrhaging,cazzagra","ancechuttos,erteycole,crilollering","brolorous,menaprigication,thellering",,,"figelled,fluckles,squeping",,"raruting,fluckles,sweadles",,"covigating,squeasts,spaightness","sweadles,grumbered,menniated",,"cacqueting,shoquets,concinging",,,"frumbered,zimbazza,covigating","enrogiciously,grumbered,urreocatry",,"fluckles,shoquets,sauging",,,"zimbazza,urerrivuration,obsightness","fereniration,risitating,concinging",,,"refomped,flompled,ancechuttos",Yes,English,Native,Yes,No,Male,29
R_6PhTSNoJwf2qdhr,100,213,TRUE,EN,"crilollering,shomples,scalilla",,,"squeanings,fluckles,thuckeding","susteries,ancechuttos,thrurring",,"marreccone,selorine,diturably",,,"dabbedness,squeanings,whebbling",,"flicetock,fifuffies,grumbered","caeduseousness,fereniration,lusidour",,"menaprigication,canmiobraine,ipanelle",,,,"lusidour,cazzagra,seasslins","brolorous,grumbered,nusprils","scayons,ropsta,brolorous","diadegons,pylisation,erteycole",,,"forbicing,crettoes,repufling",,,"crilders,refomped,squeasts",,"pragingness,zimbazza,raruting",,"repufling,femiture,diruditions","spaightness,fluckles,repufling",,,"diruditions,risitating,raruting","shoquets,raruting,sauging","erpechitades,phongishments,scuptitally",,,"tyvuniated,fereniration,concinging","bambeagna,erpechitades,trambings",,,Yes,English,Native,Yes,No,Male,32
R_5IgF3NJnOMGOwlX,100,505,TRUE,EN,"crilollering,squeping,corsenations",,"hularing,thrurring,flicetock",,,"boincole,bambeagna,myrticates",,"cazzagra,citocoli,seasslins","sweadles,thuckeding,fluckles",,,"nusprils,fifuffies,grumbered",,,"frumbered,menaprigication,squeanings","incarpritation,squayophrenism,pylisation","tygranate,acchots,corsenations",,,"brolorous,erteycole,nusprils","scayons,ropsta,menaprigication",,,"corsenations,incarpritation,caeduseousness","acribating,crettoes,phongishments","ataulting,flompled,sweadles",,,"sweadles,trilching,squeasts",,,"prynching,urpharities,femiture","spaightness,obsightness,urpharities","recightlectly,covigating,snially",,,,"phongishments,concinging,ataulting",,"snially,conscrastions,urerrivuration",,"fepupirition,saglidity,trambings",,"scuptitally,refomped,flompled",Yes,Spanish ,Non-native but fluent,Yes,No,Female,36
R_6pLcyETSC9h3yE1,100,323,TRUE,EN,"crilollering,whebbling,corsenations",,,"fluckles,thuckeding,incarpritation",,"bambeagna,myrticates,figels",,"cazzagra,citocoli,erdellation","sweadles,seasslins,pragingness",,,"gormidion,susteries,fifuffies","caeduseousness,ascodiments,selorine",,,"incarpritation,squayophrenism,corsenations",,,"bambeagna,selorine,fifuffies","brolorous,erteycole,nusprils",,,"ardudellis,selorine,myrticates","incarpritation,squeping,caeduseousness",,,"trambings,femiture,bambeagna","covigating,saglidity,erpechitades","trilching,dispights,menniated",,"shoquets,concinging,fifuffies",,,,"bicrinations,enrogiciously,liechersedding","risitating,conscrastions,scuptitally",,"ancechuttos,erpechitades,phongishments","frumbered,chaspection,fereniration",,,"veysurition,fepupirition,saglidity",,"scuptitally,flompled,ancechuttos",Yes,English and Vietnamese,Native,Yes,No,Male,34
